"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method";"M"
0,105130715008167;100;6,42243337631226;0,0558655261993408;"Algo";11
NA;NA;0;0,00140070915222168;"One GP";11
0,361854309644805;100;2,62814807891846;0,0532817840576172;"GPFDA";11
0,426775646043344;100;5,84422302246094;0,0556583404541016;"Algo";11
NA;NA;0;0,0014033317565918;"One GP";11
0,145647157261419;100;2,59607481956482;0,0513837337493896;"GPFDA";11
0,471431464745361;100;6,98293614387512;0,0558109283447266;"Algo";11
NA;NA;0;0,0014185905456543;"One GP";11
0,488845046065173;100;2,40370011329651;0,0624783039093018;"GPFDA";11
3,47815262028624;96,6666666666667;5,07220339775085;0,0559182167053223;"Algo";11
NA;NA;0;0,00140738487243652;"One GP";11
3,41486376321495;100;2,67656087875366;0,0530173778533936;"GPFDA";11
3,21223824462813;100;5,34664845466614;0,0561263561248779;"Algo";11
NA;NA;0;0,00143694877624512;"One GP";11
4,92168204428329;100;2,44205951690674;0,0511829853057861;"GPFDA";11
0,401475977018282;100;5,46628785133362;0,0560002326965332;"Algo";11
NA;NA;0;0,00140523910522461;"One GP";11
9,07928916408629;100;2,38273048400879;0,0517549514770508;"GPFDA";11
1,09719889131542;80;9,02003812789917;0,0559439659118652;"Algo";11
